Case Number,Block,Description,Location Description,Arrest,Year,Latitude,Longitude
HJ751298,078XX S BENNETT AVE,GAME/DICE,SIDEWALK,True,2003,41.752476368,-87.5784458
HM412055,003XX W OAK ST,OTHER,CHA PARKING LOT/GROUNDS,True,2006,41.900489748000005,-87.638224621
HP618134,012XX N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2008,41.903379284,-87.758277597
HS437464,062XX S MAPLEWOOD AVE,GAME/DICE,SIDEWALK,True,2010,41.780237416,-87.687334533
HT350690,003XX S SPAULDING AVE,GAME/DICE,SIDEWALK,True,2011,41.876008406,-87.70842048200001
HS449073,082XX S AVALON AVE,GAME/DICE,SIDEWALK,True,2010,41.745259267,-87.59412598700001
HR695206,040XX W 79TH ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2009,41.749410397,-87.723436184
HL579471,016XX S HOMAN AVE,GAME/DICE,SIDEWALK,True,2005,41.857840681999996,-87.71030064799999
HP258055,028XX W ROOSEVELT RD,GAME/DICE,PARK PROPERTY,True,2008,41.866491403000005,-87.69743314600001
HR379711,066XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2009,41.773418457,-87.66773120799999
HL272447,061XX S VERNON AVE,GAME/DICE,ALLEY,True,2005,41.782916641999996,-87.61447552700001
HT469446,051XX W GLADYS AVE,GAME/DICE,SIDEWALK,True,2011,41.87576718,-87.75400881799999
HM366586,011XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2006,41.901551049,-87.718956364
HN525302,077XX S HERMITAGE AVE,GAME/DICE,SIDEWALK,True,2007,41.75302766,-87.667146645
HN432188,022XX S WENTWORTH AVE,GAME/CARDS,OTHER,True,2007,41.851659133000005,-87.631985232
HN156721,044XX S WALLACE ST,WIREROOM/SPORTS,STREET,True,2007,41.813962527,-87.640804402
HY401058,047XX W HURON ST,GAME/DICE,SIDEWALK,True,2015,41.893191798000004,-87.74403386700001
HJ661503,035XX W IOWA ST,GAME/DICE,SIDEWALK,True,2003,41.897290744,-87.715654698
HT342573,024XX W 55TH ST,GAME/DICE,PARK PROPERTY,True,2011,41.793856167,-87.684693126
HH471765,0000X E 37TH PL,GAME/DICE,VACANT LOT/LAND,True,2002,41.826479917,-87.624287335
HX369702,004XX E 46TH ST,GAME/DICE,ALLEY,True,2014,41.811222583,-87.61514219200001
HW339802,052XX W QUINCY ST,GAME/DICE,SIDEWALK,True,2013,41.877554917,-87.755887399
HV382513,006XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2012,41.89256317,-87.719890923
HZ466932,013XX S TROY ST,GAME/DICE,STREET,True,2016,41.864087255,-87.70437713700001
HM170157,004XX E 63RD ST,ILLEGAL ILL LOTTERY,STREET,True,2006,41.780253707,-87.61475825
HW272879,061XX S MICHIGAN AVE,GAME/DICE,SIDEWALK,True,2013,41.783269155999996,-87.62217135600001
HL553605,074XX N WOLCOTT AVE,GAME/DICE,SIDEWALK,True,2005,42.017155674,-87.67765228
HK646207,063XX S CHAMPLAIN AVE,GAME/DICE,SIDEWALK,True,2004,41.779856131,-87.60956745600001
HH306614,022XX W JACKSON BL,GAME/DICE,ALLEY,True,2002,41.87760087,-87.68189716299999
HR324688,013XX N LATROBE AVE,GAME/DICE,SIDEWALK,True,2009,41.90532698,-87.757040503
HS546487,048XX W OHIO ST,GAME/DICE,SIDEWALK,True,2010,41.891372549,-87.746750055
HR460944,059XX S CAMPBELL AVE,GAME/DICE,STREET,True,2009,41.785659563,-87.68625709700001
HS377154,009XX W CARMEN AVE,GAME/DICE,SIDEWALK,True,2010,41.974318691,-87.65356293
G582798,050XX S HERMITAGE AV,GAME/DICE,STREET,True,2001,41.801602801,-87.66829049200001
HN659848,050XX N WINTHROP AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.974285834,-87.657759302
HJ298837,003XX E 93RD ST,GAME/DICE,ALLEY,True,2003,41.725533002,-87.614866457
HP483855,025XX W PETERSON AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2008,41.990474163,-87.693743427
G444862,025XX W FLOURNOY ST,GAME/DICE,ABANDONED BUILDING,True,2001,41.87283767,-87.689340288
HM166553,095XX S PRINCETON AVE,GAME/DICE,ALLEY,True,2006,41.721096996,-87.63109909100001
HN626441,080XX S THROOP ST,GAME/DICE,SIDEWALK,True,2007,41.747666494,-87.65608754799999
HL457270,049XX W CORTEZ ST,GAME/DICE,SIDEWALK,True,2005,41.899557181,-87.749698209
HJ256372,107XX S STATE ST,GAME/DICE,SIDEWALK,True,2003,41.69941558,-87.623301059
HM411538,012XX S LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2006,41.865474657,-87.717833381
HT452608,003XX S CICERO AVE,GAME/DICE,GAS STATION,True,2011,41.876581037,-87.74513751299999
HK266677,061XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2004,41.782269568000004,-87.665498441
HW489104,006XX N AVERS AVE,GAME/DICE,SIDEWALK,True,2013,41.892436202,-87.722327205
HS254696,001XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2010,41.883843326,-87.75397259
HS527264,070XX S PAXTON AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.766875979,-87.57142231200001
HM771584,007XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2006,41.894314928,-87.717501462
HT106310,046XX N BROADWAY,OTHER,CTA PLATFORM,True,2011,41.966053999,-87.657890403
G474765,060XX S PULASKI RD,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,41.78302869,-87.723029704
HT376671,049XX W VAN BUREN ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2011,41.874936466,-87.74821120200001
HM710959,083XX S GREEN ST,GAME/DICE,SIDEWALK,True,2006,41.742790358,-87.64508739899999
HH643803,048XX W SUPERIOR ST,GAME/DICE,SIDEWALK,True,2002,41.894044299,-87.747063515
HL637303,011XX S FRANCISCO AVE,GAME/DICE,SIDEWALK,True,2005,41.867421406,-87.69837114200001
G062128,004XX W 70 ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2001,41.76726153,-87.63557015399999
HL702826,017XX E 71ST PL,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2005,41.765186495,-87.581991672
G755796,059XX N WINTHROP AV,GAME/DICE,SIDEWALK,True,2001,41.990636668,-87.65838097299999
HH139991,038XX W BELMONT AV,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.939144301999995,-87.723083405
HH148622,018XX S KARLOV AV,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2002,41.855725091,-87.72726880299999
G032031,070XX N CLARK ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2001,42.010445182,-87.67412993200001
G514017,051XX W CHICAGO AV,GAME/DICE,SIDEWALK,True,2001,41.895060808000004,-87.754319321
HN227434,079XX S ASHLAND AVE,ILLEGAL ILL LOTTERY,STREET,True,2007,41.749899475,-87.663426378
HJ763687,074XX S EBERHART AVE,GAME/DICE,STREET,True,2003,41.759504924,-87.612699024
HR347764,034XX W MONROE ST,GAME/DICE,SIDEWALK,True,2009,41.879578662,-87.711958616
HS563209,061XX S ROCKWELL ST,GAME/DICE,SIDEWALK,True,2010,41.782006361,-87.68860005
HM403947,017XX N KEATING AVE,OTHER,SIDEWALK,True,2006,41.912001647,-87.744731601
HH702879,065XX S EMERALD AVE,GAME/DICE,SIDEWALK,True,2002,41.775076761,-87.643664499
HR562221,050XX W ERIE ST,OTHER,SIDEWALK,True,2009,41.892215738000004,-87.751744681
HS540263,065XX S GREEN ST,GAME/DICE,SIDEWALK,True,2010,41.775191608,-87.645884924
HN396166,0000X N LOREL AVE,GAME/DICE,SIDEWALK,True,2007,41.881356435,-87.758768876
HP558771,005XX N PARKSIDE AVE,GAME/DICE,SIDEWALK,True,2008,41.890006249,-87.766488437
HJ630023,008XX N WALLER AVE,GAME/DICE,STREET,True,2003,41.895331281,-87.76784442700001
HT375726,064XX S HERMITAGE AVE,GAME/DICE,ABANDONED BUILDING,True,2011,41.776852086999995,-87.66782035600001
HJ282520,002XX S STATE ST,GAME/DICE,CTA TRAIN,True,2003,41.878638996,-87.627691486
HR313405,006XX E 92ND PL,GAME/DICE,SIDEWALK,True,2009,41.72655686,-87.608348979
HH555893,061XX S MORGAN ST,GAME/DICE,SIDEWALK,True,2002,41.782709155999996,-87.64972048
HK513331,055XX S THROOP ST,GAME/DICE,STREET,True,2004,41.793149218,-87.65727384
HN295376,008XX N CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2007,41.896215925999996,-87.716337217
HM574619,081XX S THROOP ST,GAME/DICE,ALLEY,True,2006,41.745956529000004,-87.656043223
HP420170,029XX W WILCOX ST,GAME/DICE,STREET,True,2008,41.879221513000005,-87.699333919
HP243967,066XX S EVANS AVE,GAME/DICE,STREET,True,2008,41.774335213,-87.60705229999999
HM434932,014XX E 67TH PL,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.772387009,-87.58992870600001
HN410938,001XX N LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2007,41.883445336,-87.753957824
HP595217,070XX S NORMAL BLVD,GAME/DICE,SIDEWALK,True,2008,41.766582474,-87.63717938200001
HV364001,048XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2012,41.878587761,-87.745805777
HN383176,041XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2007,41.878831141,-87.728721295
HM119005,068XX S ARTESIAN AVE,GAME/DICE,OTHER,True,2006,41.769420427,-87.684594765
HW308794,037XX W LAWRENCE AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2013,41.968305606,-87.72229403700001
HW361281,057XX N KENMORE AVE,GAME/DICE,SIDEWALK,True,2013,41.986019211999995,-87.656689974
HM581449,094XX S BURNSIDE AVE,GAME/DICE,STREET,True,2006,41.723058613,-87.606296659
HM326166,066XX S DREXEL AVE,GAME/DICE,DRIVEWAY - RESIDENTIAL,True,2006,41.774344746,-87.60336048399999
HN441554,013XX W WASHBURNE AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2007,41.866099600000005,-87.65998987
HR571390,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2009,41.883705962,-87.749067634
HW519084,030XX W WALNUT ST,GAME/DICE,SIDEWALK,True,2013,41.885442703,-87.70232050700001
HS138760,023XX W 66TH ST,GAME/DICE,SIDEWALK,True,2010,41.773778839,-87.682736167
HR296467,0000X N LATROBE AVE,GAME/DICE,SIDEWALK,True,2009,41.88140727,-87.756319082
HT475439,001XX N CALIFORNIA AVE,OTHER,SIDEWALK,True,2011,41.883310385,-87.69634833200001
HH663125,054XX S CALUMET AVE,GAME/DICE,SIDEWALK,True,2002,41.796213241,-87.61763852200001
HT375750,065XX S MARYLAND AVE,GAME/DICE,SIDEWALK,True,2011,41.776243548000004,-87.60461844
HJ771931,009XX N LECLAIRE AVE,GAME/DICE,SIDEWALK,True,2003,41.89766227,-87.75321593
HP164428,032XX W 111TH ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2008,41.691545873,-87.702509279
HT526099,056XX S EMERALD AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2011,41.791930756999996,-87.643883569
HL352737,040XX W LAWRENCE AVE,GAME/CARDS,RESTAURANT,True,2005,41.968223791999996,-87.729652801
HP219704,012XX N LOCKWOOD AVE,OTHER,SIDEWALK,True,2008,41.903379284,-87.758277597
HV446361,016XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2012,41.858231283,-87.72118824799999
HS277802,0000X N PARKSIDE AVE,GAME/DICE,SIDEWALK,True,2010,41.880922983000005,-87.766528329
HY394705,062XX S LAFLIN ST,GAME/DICE,SIDEWALK,True,2015,41.780760731,-87.661822015
HH537656,038XX W HURON ST,GAME/DICE,SIDEWALK,True,2002,41.893561802,-87.722929846
HW270264,060XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2013,41.784050889,-87.665545954
HH702759,047XX N KIMBALL AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2002,41.967483718000004,-87.71333709999999
HV498796,015XX S SAWYER AVE,GAME/DICE,SIDEWALK,True,2012,41.860052214,-87.70670735
HP431651,060XX S PRAIRIE AVE,GAME/DICE,SIDEWALK,True,2008,41.785044121,-87.618980083
HN359254,003XX N PINE AVE,GAME/DICE,SIDEWALK,True,2007,41.886118781,-87.763390209
HK563718,003XX E 51ST ST,GAME/DICE,SIDEWALK,True,2004,41.802063171,-87.61882042
HW266011,063XX S HOYNE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2013,41.778487213000005,-87.67632023700001
HV442478,078XX S KINGSTON AVE,GAME/DICE,SIDEWALK,True,2012,41.75291741,-87.562619593
HL257421,0000X N LATROBE AVE,GAME/DICE,STREET,True,2005,41.880877543000004,-87.756301815
HL644569,032XX W MAYPOLE AVE,GAME/DICE,STREET,True,2005,41.883606833,-87.70734023600001
HH787780,120XX S HALSTED ST,ILLEGAL ILL LOTTERY,STREET,True,2002,41.675353708,-87.641827441
HR466397,035XX W 12TH PL,GAME/DICE,SIDEWALK,True,2009,41.86515441,-87.713904555
HN253177,056XX W MADISON ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.88023916,-87.765315233
G274252,073XX S ST LAWRENCE AV,GAME/DICE,SIDEWALK,True,2001,41.760638861,-87.610164634
HH591504,009XX N MOHAWK ST,GAME/DICE,STREET,True,2002,41.899495516,-87.641269466
HP627153,006XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2008,41.892295188,-87.721098164
HN436372,010XX N LAWNDALE AVE,GAME/DICE,SIDEWALK,True,2007,41.89998654,-87.71890157
HK580173,010XX N CALIFORNIA AVE,BOLITA OR BOLI PUL/WRITER,STREET,True,2004,41.899786581,-87.696801713
HT398444,063XX S EGGLESTON AVE,GAME/DICE,SIDEWALK,True,2011,41.779607237,-87.63633092299999
G547857,015XX N LINDER AV,GAME/DICE,SIDEWALK,True,2001,41.908018495,-87.763522414
HJ819699,010XX W ARGYLE ST,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2003,41.973295663,-87.655978853
HL768671,063XX N CLARK ST,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2005,41.997534513000005,-87.67044456299999
HS505536,052XX W WASHINGTON BLVD,GAME/DICE,SIDEWALK,True,2010,41.882359623,-87.75579272899999
HM317744,053XX S PRINCETON AVE,GAME/DICE,STREET,True,2006,41.797688781,-87.633080103
HN480650,003XX E 63RD ST,GAME/DICE,SIDEWALK,True,2007,41.780223653,-87.61653678100001
G451797,002XX W 104 ST,GAME/DICE,STREET,True,2001,41.705367603,-87.629926279
HR432750,078XX S PAULINA ST,GAME/DICE,ABANDONED BUILDING,True,2009,41.751541231,-87.665897675
HP270104,067XX S HONORE ST,GAME/DICE,OTHER,True,2008,41.771165139000004,-87.670060336
HR363128,090XX S ELIZABETH ST,GAME/DICE,PARK PROPERTY,True,2009,41.729478017,-87.654366276
HL209244,062XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2005,41.781555272,-87.61444306899999
HH865586,002XX S LOTUS AVE,BOOKMAKING/SPORTS,STREET,True,2002,41.87784487,-87.761734235
HL183580,026XX W LAWRENCE AVE,GAME/CARDS,SMALL RETAIL STORE,True,2005,41.968565569,-87.69443330899999
HS541333,012XX S AVERS AVE,GAME/DICE,SIDEWALK,True,2010,41.865595766,-87.721496141
HK697247,0000X W 112TH PL,GAME/DICE,SIDEWALK,True,2004,41.689852537,-87.624343508
HS504082,011XX N MONTICELLO AVE,GAME/DICE,SIDEWALK,True,2010,41.901654321,-87.717743176
HM803500,052XX W FULTON ST,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2006,41.885614994,-87.757023049
HJ446464,111XX S EDBROOKE AVE,GAME/DICE,SIDEWALK,True,2003,41.692046196999996,-87.61961822
HR303232,001XX N LAPORTE AVE,GAME/DICE,SIDEWALK,True,2009,41.883730659,-87.74906740899999
HN580000,062XX S CAMPBELL AVE,GAME/DICE,SIDEWALK,True,2007,41.780109782,-87.686111243
HK691407,014XX W MARQUETTE RD,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2004,41.77224146,-87.660715786
HS233152,115XX S CHURCH ST,GAME/DICE,ALLEY,True,2010,41.683403004,-87.669783626
HL697398,075XX S VERNON AVE,GAME/DICE,SIDEWALK,True,2005,41.757489661,-87.613861412
HS295036,005XX N TROY ST,GAME/DICE,SIDEWALK,True,2010,41.890881023,-87.705183118
HH516857,045XX W FIFTH AVE,OTHER,SIDEWALK,True,2002,41.869348844,-87.73853273600001
HW390065,018XX S DRAKE AVE,GAME/DICE,SIDEWALK,True,2013,41.855747051,-87.713896231
HK653283,059XX W DIVERSEY AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.931149489,-87.77522735
HR380010,008XX N CENTRAL PARK AVE,GAME/DICE,SIDEWALK,True,2009,41.896196718,-87.71633740200001
HN468500,043XX S EVANS AVE,GAME/DICE,SIDEWALK,True,2007,41.816056658,-87.607942095
HY313424,067XX S CLAREMONT AVE,GAME/CARDS,SIDEWALK,True,2015,41.771247769,-87.68210555200001
HS545289,028XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2010,41.866491707,-87.69748821299999
HP468386,013XX S HOMAN AVE,OTHER,SIDEWALK,True,2008,41.863620958,-87.710461133
HM802155,005XX E BROWNING AVE,GAME/DICE,CHA PARKING LOT/GROUNDS,True,2006,41.829879483,-87.61229185100001
HS344837,050XX N KENMORE AVE,GAME/DICE,SIDEWALK,True,2010,41.974085455,-87.65635294299999
HK377335,037XX S RHODES AVE,GAME/DICE,SIDEWALK,True,2004,41.827277650999996,-87.614438098
HR404869,0000X S HOMAN AVE,GAME/DICE,SIDEWALK,True,2009,41.880503724,-87.71099123200001
HT410930,049XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2011,41.874936055,-87.748130426
HR373724,007XX N LOREL AVE,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",True,2009,41.893806978,-87.75929638299999
HW390722,068XX S CHAMPLAIN AVE,GAME/DICE,RESIDENCE-GARAGE,True,2013,41.770603772,-87.60935254600001
HM464595,006XX E 40TH ST,GAME/DICE,SIDEWALK,True,2006,41.821452782,-87.611131691
HT325648,002XX S LOTUS AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2011,41.87784487,-87.761734235
HS610312,055XX S DAMEN AVE,GAME/DICE,VACANT LOT/LAND,True,2010,41.793011947,-87.674265026
HS254432,054XX W DIVISION ST,GAME/DICE,PARK PROPERTY,True,2010,41.902182085999996,-87.76198374299999
HJ720058,062XX S EVANS AVE,GAME/DICE,STREET,True,2003,41.781756818000005,-87.607217875
HJ612083,003XX E 58TH ST,GAME/DICE,SIDEWALK,True,2003,41.789344549,-87.616358176
HX342753,067XX S EAST END AVE,GAME/DICE,SIDEWALK,True,2014,41.772654834,-87.583843806
HN514615,038XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2007,41.866216027,-87.722022566
HL352046,074XX S PHILLIPS AVE,GAME/DICE,SIDEWALK,True,2005,41.76013843,-87.564783645
HK271703,058XX S INDIANA AVE,ILLEGAL ILL LOTTERY,STREET,True,2004,41.78872112,-87.620692024
HH608408,066XX S RHODES AVE,GAME/DICE,SIDEWALK,True,2002,41.774176289,-87.611882263
HP371758,043XX W WILCOX ST,GAME/DICE,SIDEWALK,True,2008,41.878770067,-87.733822305
HK453300,102XX S PERRY AVE,GAME/DICE,RESIDENCE,True,2004,41.708186278,-87.62594394700001
HK355566,006XX E 87TH PL,GAME/DICE,STREET,True,2004,41.735676584000004,-87.608843632
HN249499,058XX S PEORIA ST,GAME/DICE,SIDEWALK,True,2007,41.787670818,-87.64741635
HR541798,080XX S MARYLAND AVE,GAME/DICE,ALLEY,True,2009,41.74851056,-87.603891426
HM429072,078XX S CORNELL AVE,GAME/DICE,SIDEWALK,True,2006,41.752660991,-87.584431935
HH610558,089XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2002,41.731283076,-87.66171843299999
HT504877,038XX W ROOSEVELT RD,GAME/DICE,SIDEWALK,True,2011,41.866233446,-87.720656676
G328398,007XX N WALLER AV,GAME/DICE,ALLEY,True,2001,41.89377491,-87.767766334
HH617695,003XX N HAMLIN AVE,GAME/DICE,SIDEWALK,True,2002,41.887105069,-87.720956751
HP596816,069XX S ELIZABETH ST,GAME/DICE,ALLEY,True,2008,41.767811125,-87.655402845
G548142,034XX S KING DR,GAME/DICE,GAS STATION,True,2001,41.831388245999996,-87.617463309
HK320601,029XX S ARCHER AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.840199440999996,-87.660951391
HS353548,001XX W 87TH ST,GAME/DICE,SIDEWALK,True,2010,41.736257531999996,-87.628116439
HK114166,067XX N CLARK ST,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2004,42.003921798,-87.672618898
HY358156,049XX W HUBBARD ST,GAME/DICE,SIDEWALK,True,2015,41.888660665,-87.748791115
HS282513,002XX S LAVERGNE AVE,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),True,2010,41.878254511,-87.749337612
HH298454,026XX W AUGUSTA BLVD,BOLITA OR BOLI PUL/RUNNER,STREET,True,2002,41.899323749000004,-87.692530712
HK370651,029XX W FLOURNOY ST,GAME/DICE,SIDEWALK,True,2004,41.87284284,-87.69964296200001
HS598344,059XX S MAY ST,GAME/DICE,ABANDONED BUILDING,True,2010,41.785964071,-87.653451617
HJ418391,049XX W WALTON ST,GAME/DICE,ALLEY,True,2003,41.897718026,-87.749057469
HV468408,0000X N LOCKWOOD AVE,GAME/DICE,SIDEWALK,True,2012,41.880880936,-87.75752460700001
HW146512,068XX S WOOD ST,GAME/DICE,SIDEWALK,True,2013,41.769654024,-87.668807541
HM464749,071XX S TALMAN AVE,GAME/DICE,ALLEY,True,2006,41.763843258,-87.689339066
HT365810,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2011,41.796881935,-87.663447077
HN460584,070XX S CLYDE AVE,GAME/DICE,RESIDENCE PORCH/HALLWAY,True,2007,41.767180416,-87.573882016
HV236530,062XX S CARPENTER ST,GAME/DICE,SIDEWALK,True,2012,41.780737448000004,-87.650885344
HS378261,038XX W VAN BUREN ST,GAME/DICE,SIDEWALK,True,2010,41.875314609,-87.721766964
HV422684,092XX S EMERALD AVE,GAME/DICE,SIDEWALK,True,2012,41.726051466,-87.642122965
HK364566,046XX N CENTRAL AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2004,41.965359034,-87.76740207700001
HM462186,076XX S EXCHANGE AVE,ILLEGAL ILL LOTTERY,STREET,True,2006,41.75702248,-87.558073456
HH564575,045XX N HAZEL ST,OTHER,SIDEWALK,True,2002,41.964863437,-87.652387549
G168099,013XX S HALSTED ST,GAME/DICE,STREET,True,2001,41.86485914,-87.646999435
HL784255,051XX W CHICAGO AVE,GAME/DICE,RESTAURANT,True,2005,41.894955272,-87.75407051399999
HP594018,048XX N AUSTIN AVE,GAME/AMUSEMENT DEVICE,RESTAURANT,True,2008,41.967869957,-87.777506684
G693868,015XX N LEAMINGTON AV,GAME/DICE,OTHER,True,2001,41.909142732,-87.75456313299999
HN462266,003XX N PINE AVE,GAME/DICE,SIDEWALK,True,2007,41.886217588,-87.76339300299999
HK662649,078XX S ESSEX AVE,GAME/DICE,SIDEWALK,True,2004,41.753123114,-87.56383019200001
HT390472,059XX S ABERDEEN ST,GAME/DICE,SIDEWALK,True,2011,41.786277988,-87.652241946
HH418933,069XX N GREENVIEW AVE,GAME/DICE,OTHER,True,2002,42.007439721,-87.667847101
HH661639,032XX N WESTERN AVE,GAME/AMUSEMENT DEVICE,TAVERN/LIQUOR STORE,True,2002,41.940727712,-87.68795190799999
HS391287,057XX S EMERALD AVE,GAME/DICE,SIDEWALK,True,2010,41.789954535999996,-87.64382774
G298069,055XX S GREEN ST,GAME/DICE,SIDEWALK,True,2001,41.792775096,-87.646481829
HV379614,059XX W NORTH AVE,GAME/DICE,SIDEWALK,True,2012,41.909278461999996,-87.77363979399999
HT564431,009XX W 87TH ST,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2011,41.736031607,-87.646544506
HP335860,049XX W WALTON ST,GAME/DICE,SIDEWALK,True,2008,41.897720134000004,-87.748932564
HH434500,087XX S MARSHFIELD AVE,GAME/DICE,SIDEWALK,True,2002,41.735002722,-87.66425900600001
HW325761,050XX W MONROE ST,GAME/DICE,OTHER,True,2013,41.879412081999995,-87.752485042
HV366622,065XX S COTTAGE GROVE AVE,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),True,2012,41.776248518,-87.60583554700001
HS499214,065XX S MORGAN ST,GAME/DICE,SIDEWALK,True,2010,41.775345094,-87.649531061
HN436710,031XX W FULTON BLVD,GAME/DICE,PARK PROPERTY,True,2007,41.886445247,-87.704484736
HJ425362,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2003,41.894113233,-87.767924957
HW247271,079XX S AVALON AVE,GAME/DICE,VACANT LOT/LAND,True,2013,41.750831063,-87.594259959
HT273597,007XX N WALLER AVE,GAME/DICE,SIDEWALK,True,2011,41.89356977,-87.76790404
HJ430931,035XX W LEXINGTON ST,BOLITA OR BOLI PUL/RUNNER,SIDEWALK,True,2003,41.871773252,-87.714358353
HM401493,013XX S CLAREMONT AVE,GAME/DICE,OTHER,True,2006,41.864543005,-87.68516494
HY428537,071XX S WESTERN AVE,OTHER,SIDEWALK,True,2015,41.764116191,-87.68322599700001
HM463001,001XX W 118TH ST,GAME/DICE,RESIDENCE,True,2006,41.679798005,-87.626686894
HX396777,022XX S KOLIN AVE,GAME/DICE,SIDEWALK,True,2014,41.850820147,-87.73231054700001
HS328162,053XX S JUSTINE ST,GAME/DICE,SIDEWALK,True,2010,41.796994465,-87.663449572
JA183551,039XX W GRENSHAW ST,GAME/DICE,SIDEWALK,True,2017,41.867099694000004,-87.723574471
HT443663,044XX W ADAMS ST,GAME/DICE,SIDEWALK,True,2011,41.877851329,-87.73604141700001
HY247831,077XX S INGLESIDE AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2015,41.754168689000004,-87.60163575600001
HM342627,009XX W 95TH ST,GAME/DICE,PARK PROPERTY,True,2006,41.721404419,-87.647465859
HL538141,069XX S DORCHESTER AVE,GAME/DICE,SIDEWALK,True,2005,41.768508397,-87.591058539
HW220728,105XX S LAFAYETTE AVE,GAME/DICE,SIDEWALK,True,2013,41.702711221,-87.624586776
HX468967,0000X S LEAMINGTON AVE,GAME/DICE,SIDEWALK,True,2014,41.880122703000005,-87.753543515
HT428836,093XX S GREENWOOD AVE,GAME/DICE,SIDEWALK,True,2011,41.724730156999996,-87.597284601
HT483053,005XX N RIDGEWAY AVE,GAME/DICE,SIDEWALK,True,2011,41.890463519,-87.719833886
HR624979,067XX S CHAPPEL AVE,GAME/DICE,SIDEWALK,True,2009,41.772878403,-87.575255526
HV528664,010XX N LAWLER AVE,GAME/DICE,SIDEWALK,True,2012,41.899604722,-87.752037613
HX423665,063XX S ALBANY AVE,GAME/DICE,SIDEWALK,True,2014,41.778272698,-87.70068483600001
HR417170,034XX W 79TH ST,GAME/DICE,SIDEWALK,True,2009,41.749634988000004,-87.70904664700001
HL530617,017XX W 61ST ST,GAME/DICE,STREET,True,2005,41.783057256,-87.668350174
HN719174,057XX N WESTERN AVE,GAME/CARDS,RESTAURANT,True,2007,41.985538376,-87.68950779299999
HJ219371,023XX S CHRISTIANA AVE,GAME/DICE,"SCHOOL, PUBLIC, BUILDING",True,2003,41.849045571,-87.708829783
